,ID,TARGET
0,1154270440,0
1,1147987574,0
2,1129622364,0
3,619797496,0
4,7391484886,0
5,10165219189,1
6,741382912,0
7,1130214814,0
8,78018389,0
9,75592880,0
10,1148114087,0
11,1127182550,0
12,1389719965,0
13,132955230,0
14,121208304,0
15,55887278,0
16,1147122590,1
17,1378226366,0
18,1433985624,0
19,1150610679,0
20,1147676750,0
21,1148190337,0
22,1392576319,0
23,1398864197,0
24,1129839899,0
25,1408021808,0
26,1148017175,0
27,345336837,0
28,369442637,0
29,6405058408,0
30,3151488250,0
31,1150080054,0
32,1148102072,0
33,1380252351,0
34,6448346949,0
35,6435392625,0
36,1149159698,1
37,1154227938,0
38,632762770,0
39,1446874849,0
40,1153926929,0
41,7426755515,0
42,6377649940,0
43,1149203833,0
44,1151199731,0
45,1152562934,0
46,1152591525,0
47,132847243,0
48,6397842294,0
49,6397557852,0
50,1425237833,0
51,438504201,0
52,632842011,0
53,1139474831,0
54,1153957998,0
55,1030773558,0
56,632999486,1
57,1153928358,0
58,1154265733,0
59,637151602,0
60,7399942108,0
61,499826213,1
62,734441518,0
63,6164987266,0
64,1025595344,0
65,1053577654,0
66,77736350,0
67,1152687879,0
68,1059907552,0
69,1152362603,0
70,1150220086,0
71,627918368,0
72,1020138498,0
73,634379004,0
74,5409812465,0
75,10139218330,0
76,7220406234,0
77,515752774,0
78,1021967070,0
79,107240146,0
80,1143500763,2
81,640076500,0
82,10152023109,0
83,627920508,0
84,1050780459,0
85,3424757922,0
86,361491376,0
87,727207708,0
88,734685065,0
89,6165078647,1
90,1056087321,0
91,734771440,0
92,1029962359,0
93,1146523752,0
94,1032476449,0
95,1152370646,0
96,1137672269,0
97,1152894103,0
98,1153866326,1
99,1153623926,0
100,1152362098,0
101,3116495178,0
102,10439599984,0
103,1131069683,0
104,3151529401,0
105,1033391776,2
106,634872823,0
107,525061515,0
108,1021953555,0
109,124845766,0
110,365734923,0
111,1153082731,0
112,1150012161,0
113,334970752,0
114,176097325,0
115,132067393,0
116,46148802,0
117,819223673,0
118,3151633152,1
119,1153223724,0
120,570899581,0
121,3114598996,0
122,3112815111,0
123,563180603,0
124,335256436,1
125,5110691353,0
126,361473858,0
127,5114988613,0
128,1410857454,0
129,338016835,0
130,1132479594,1
131,131775794,0
132,1150719304,0
133,3114091921,0
134,1147145856,0
135,567153607,0
136,1134650157,0
137,5445344063,1
138,1152438031,0
139,590849069,0
140,118419181,0
141,644179228,0
142,643148424,0
143,1145182286,0
144,1037852707,0
145,468907532,0
146,627373544,0
147,648100365,0
148,65839978,0
149,633244039,0
150,810333680,0
151,636229061,0
152,648083566,0
153,633933410,0
154,1148690967,0
155,633862561,0
156,819748686,0
157,640201457,0
158,713155642,0
159,384534469,0
160,648017814,0
161,814598953,0
162,624163147,0
163,1020798516,0
164,87652404,0
165,714290462,0
166,1029167595,0
167,712207293,0
168,109397370,0
169,712754592,0
170,74635895,0
171,732143035,0
172,1154209851,0
173,645438740,0
174,85044442,0
175,751946212,0
176,643615278,0
177,435326567,0
178,1010485816,1
179,810496230,0
180,818905117,0
181,1133759521,1
182,1153592663,0
183,106112582,0
184,3151812230,0
185,88183164,0
186,4395663824,0
187,1148653210,0
188,1380679726,2
189,1010722602,0
190,723996004,0
191,1146421130,0
192,1130229691,0
193,1139485594,0
194,1147607999,0
195,79336999,0
196,733137626,0
197,751634788,0
198,1132595485,0
199,1402459359,0
200,1127395753,0
201,565344807,0
202,115937932,0
203,117727893,1
204,1129411326,0
205,111026039,0
206,1144642448,0
207,1154019604,0
208,1148723198,0
209,376108790,0
210,322299644,0
211,610152461,0
212,19005573,0
213,107291231,0
214,1153566067,0
215,1027371295,0
216,1152306787,0
217,10451853694,0
218,10448932684,0
219,1153864963,0
220,1153873842,1
221,7430422623,0
222,7400925801,0
223,622544323,0
224,1153383230,0
225,7412421800,0
226,1153956764,0
227,1053513107,0
228,748602780,0
229,636833803,0
230,1152303134,0
231,1409295902,0
232,732220567,0
233,7394092536,0
234,7433538322,0
235,734126714,0
236,759776736,0
237,561889064,0
238,1042369626,0
239,5389332480,0
240,7403594793,0
241,5389120099,0
242,1142252972,0
243,334864123,0
244,3151653136,0
245,637216072,0
246,7387265993,0
247,7299255289,0
248,1050247664,0
249,1045868360,2
250,3109783543,0
251,1403011244,2
252,1149200314,0
253,1149086117,0
254,1154187007,1
255,1061488743,0
256,1144897877,0
257,1154164073,0
258,1146375924,0
259,1152904589,0
260,636853739,0
261,1020333217,2
262,648980459,0
263,3393303591,0
264,337256576,0
265,5428067742,0
266,633444121,0
267,1133793276,1
268,333377691,0
269,7445390071,0
270,1149873980,0
271,1438848753,0
272,3408568260,0
273,1164678107,0
274,1414219022,0
275,3394523977,0
276,1151121926,0
277,323039347,0
278,346189263,0
279,365775609,0
280,831373392,0
281,5385068047,0
282,1154222943,0
283,5409492408,0
284,510603382,0
285,1138092696,0
286,1153192985,0
287,10151980718,0
288,1069829967,0
289,518301092,0
290,1153179172,0
291,596146549,0
292,1220969947,2
293,1152425908,0
294,1407608905,0
295,636571881,0
296,640195794,0
297,641310636,0
298,1035200977,0
299,612312573,0
300,470251274,0
301,4105699534,0
302,1144244863,2
303,643829105,0
304,635714846,0
305,638040410,0
306,610857040,0
307,636138938,0
308,632987537,0
309,10447613544,0
310,823886635,0
311,819858125,0
312,819560777,0
313,89934204,0
314,810482240,0
315,620329248,0
316,713164938,0
317,363757535,0
318,639807487,0
319,108834907,0
320,732309314,0
321,645431856,0
322,636142140,2
323,642991975,0
324,1013583067,0
325,634073976,0
326,1014364046,0
327,754041571,0
328,624155912,0
329,642097767,0
330,74679302,0
331,1016581205,0
332,123029672,0
333,1010326726,0
334,810369749,0
335,1419672880,1
336,3434185666,0
